,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance,ID
2307,0,1,0,0,0,0,23280
2308,1,0,0,0,0,0,23281
2309,0,0,1,0,0,0,23282
2310,0,1,0,0,0,0,23283
2311,0,1,0,0,0,0,23284
2312,1,0,0,0,0,0,23285
2313,0,1,0,0,0,0,23286
2314,0,0,1,0,0,0,23287
2315,1,0,0,0,0,0,23288
2316,1,0,0,0,0,0,23289
2317,0,0,1,0,0,0,23290
2318,0,0,0,1,0,0,23291
2319,1,0,0,0,0,0,23292
2320,1,0,0,0,0,0,23293
2321,0,0,1,0,0,0,23294
2322,0,1,0,0,0,0,23295
2323,0,0,1,0,0,0,23296
2324,0,0,1,0,0,0,23297
2325,0,1,0,0,0,0,23298
2326,0,1,0,0,0,0,23299
2327,1,0,0,0,0,0,23300
2328,1,0,0,0,0,0,23301
2329,1,0,0,0,0,0,23302
2330,1,0,0,0,0,0,23303
2331,1,0,0,0,0,0,23304
2332,1,0,0,0,0,0,23305
2333,0,1,0,0,0,0,23306
2334,1,0,0,0,0,0,23307
2335,0,0,1,0,0,0,23308
2336,1,0,0,0,0,0,23309
2337,0,1,0,0,0,0,23310
2338,1,0,0,0,0,0,23311
2339,0,1,0,0,0,0,23312
2340,0,1,0,0,0,0,23313
2341,0,1,0,0,0,0,23314
2342,0,1,0,0,0,0,23315
2343,0,0,0,1,0,0,23316
2344,0,1,0,0,0,0,23317
2345,1,0,0,0,0,0,23318
2346,0,0,1,0,0,0,23319
2347,0,0,1,0,0,0,23320
2348,0,1,0,0,0,0,23321
2349,1,0,0,0,0,0,23322
2350,1,0,0,0,0,0,23323
2351,0,1,0,0,0,0,23324
2352,1,0,0,0,0,0,23325
2353,0,1,0,0,0,0,23326
2354,0,0,1,0,0,0,23327
2355,0,0,1,0,0,0,23328
2356,0,1,0,0,0,0,23329
2357,1,0,0,0,0,0,23330
2358,1,0,0,0,0,0,23331
2359,0,1,0,0,0,0,23332
2360,1,0,0,0,0,0,23333
2361,0,0,1,0,0,0,23334
2362,0,1,0,0,0,0,23335
2363,0,0,1,0,0,0,23336
2364,0,1,0,0,0,0,23337
2365,0,0,0,1,0,0,23338
2366,1,0,0,0,0,0,23339
2367,0,1,0,0,0,0,23340
2368,0,1,0,0,0,0,23341
2369,0,0,1,0,0,0,23342
2370,0,0,1,0,0,0,23343
2371,0,1,0,0,0,0,23344
2372,1,0,0,0,0,0,23345
2373,1,0,0,0,0,0,23346
2374,1,0,0,0,0,0,23347
2375,0,0,0,1,0,0,23348
2376,0,1,0,0,0,0,23349
2377,0,1,0,0,0,0,23350
2378,0,1,0,0,0,0,23351
2379,0,0,1,0,0,0,23352
2380,1,0,0,0,0,0,23353
2381,0,1,0,0,0,0,23354
2382,0,0,1,0,0,0,23355
2383,0,0,1,0,0,0,23356
2384,0,0,1,0,0,0,23357
2385,1,0,0,0,0,0,23358
2386,0,1,0,0,0,0,23359
2387,0,0,1,0,0,0,23360
2388,1,0,0,0,0,0,23361
2389,0,1,0,0,0,0,23362
2390,0,0,1,0,0,0,23363
2391,0,1,0,0,0,0,23364
2392,0,1,0,0,0,0,23365
2393,1,0,0,0,0,0,23366
2394,1,0,0,0,0,0,23367
2395,1,0,0,0,0,0,23368
2396,1,0,0,0,0,0,23369
2397,1,0,0,0,0,0,23370
2398,0,0,1,0,0,0,23371
2399,1,0,0,0,0,0,23372
2400,0,1,0,0,0,0,23373
2401,1,0,0,0,0,0,23374
2402,0,0,1,0,0,0,23375
2403,1,0,0,0,0,0,23376
2404,0,1,0,0,0,0,23377
2405,1,0,0,0,0,0,23378
2406,0,0,1,0,0,0,23379
2407,0,0,1,0,0,0,23380
2408,1,0,0,0,0,0,23381
2409,0,1,0,0,0,0,23382
2410,1,0,0,0,0,0,23383
2411,1,0,0,0,0,0,23384
2412,1,0,0,0,0,0,23385
2413,1,0,0,0,0,0,23386
2414,1,0,0,0,0,0,23387
2415,0,1,0,0,0,0,23388
2416,1,0,0,0,0,0,23389
2417,1,0,0,0,0,0,23390
2418,1,0,0,0,0,0,23391
2419,0,1,0,0,0,0,23392
2420,0,0,1,0,0,0,23393
2421,0,1,0,0,0,0,23394
2422,0,1,0,0,0,0,23395
2423,0,0,1,0,0,0,23396
2424,0,0,1,0,0,0,23397
2425,0,0,1,0,0,0,23398
2426,0,0,1,0,0,0,23399
2427,0,1,0,0,0,0,23400
2428,1,0,0,0,0,0,23401
2429,0,0,1,0,0,0,23402
2430,1,0,0,0,0,0,23403
2431,0,0,1,0,0,0,23404
2432,1,0,0,0,0,0,23405
2433,1,0,0,0,0,0,23406
2434,1,0,0,0,0,0,23407
2435,1,0,0,0,0,0,23408
2436,0,1,0,0,0,0,23409
2437,1,0,0,0,0,0,23410
2438,1,0,0,0,0,0,23411
2439,0,0,1,0,0,0,23412
2440,1,0,0,0,0,0,23413
2441,1,0,0,0,0,0,23414
2442,0,1,0,0,0,0,23415
2443,0,1,0,0,0,0,23416
2444,0,1,0,0,0,0,23417
2445,0,1,0,0,0,0,23418
2446,0,1,0,0,0,0,23419
2447,1,0,0,0,0,0,23420
2448,0,0,1,0,0,0,23421
2449,0,0,0,0,1,0,23422
2450,1,0,0,0,0,0,23423
2451,0,0,1,0,0,0,23424
2452,0,1,0,0,0,0,23425
2453,0,0,1,0,0,0,23426
2454,1,0,0,0,0,0,23427
2455,1,0,0,0,0,0,23428
2456,0,0,1,0,0,0,23429
2457,0,1,0,0,0,0,23430
2458,0,1,0,0,0,0,23431
2459,1,0,0,0,0,0,23432
2460,1,0,0,0,0,0,23433
2461,1,0,0,0,0,0,23434
2462,1,0,0,0,0,0,23435
2463,1,0,0,0,0,0,23436
2464,0,0,0,1,0,0,23437
2465,1,0,0,0,0,0,23438
2466,0,1,0,0,0,0,23439
2467,1,0,0,0,0,0,23440
2468,1,0,0,0,0,0,23441
2469,0,1,0,0,0,0,23442
2470,0,0,1,0,0,0,23443
2471,1,0,0,0,0,0,23444
2472,1,0,0,0,0,0,23445
2473,0,0,1,0,0,0,23446
2474,0,0,1,0,0,0,23447
2475,1,0,0,0,0,0,23448
2476,0,0,1,0,0,0,23449
2477,0,1,0,0,0,0,23450
2478,1,0,0,0,0,0,23451
2479,1,0,0,0,0,0,23452
2480,0,0,1,0,0,0,23453
2481,0,1,0,0,0,0,23454
2482,1,0,0,0,0,0,23455
2483,0,1,0,0,0,0,23456
2484,0,1,0,0,0,0,23457
2485,1,0,0,0,0,0,23458
2486,1,0,0,0,0,0,23459
2487,0,1,0,0,0,0,23460
2488,1,0,0,0,0,0,23461
2489,1,0,0,0,0,0,23462
2490,0,0,1,0,0,0,23463
2491,1,0,0,0,0,0,23464
2492,0,0,1,0,0,0,23465
2493,1,0,0,0,0,0,23466
2494,0,1,0,0,0,0,23467
2495,1,0,0,0,0,0,23468
2496,1,0,0,0,0,0,23469
2497,1,0,0,0,0,0,23470
2498,1,0,0,0,0,0,23471
2499,1,0,0,0,0,0,23472
2500,1,0,0,0,0,0,23473
2501,1,0,0,0,0,0,23474
2502,0,1,0,0,0,0,23475
2503,0,0,1,0,0,0,23476
2504,1,0,0,0,0,0,23477
2505,0,1,0,0,0,0,23478
2506,0,1,0,0,0,0,23479
2507,1,0,0,0,0,0,23480
2508,1,0,0,0,0,0,23481
2509,0,0,1,0,0,0,23482
2510,0,0,1,0,0,0,23483
2511,1,0,0,0,0,0,23484
2512,1,0,0,0,0,0,23485
2513,1,0,0,0,0,0,23486
2514,1,0,0,0,0,0,23487
2515,0,1,0,0,0,0,23488
2516,0,1,0,0,0,0,23489
2517,0,1,0,0,0,0,23490
2518,0,1,0,0,0,0,23491
2519,0,0,1,0,0,0,23492
2520,0,1,0,0,0,0,23493
2521,0,0,1,0,0,0,23494
2522,0,1,0,0,0,0,23495
2523,0,0,1,0,0,0,23496
2524,0,0,1,0,0,0,23497
2525,1,0,0,0,0,0,23498
2526,0,1,0,0,0,0,23499
2527,1,0,0,0,0,0,23500
2528,1,0,0,0,0,0,23501
2529,0,1,0,0,0,0,23502
2530,1,0,0,0,0,0,23503
2531,0,1,0,0,0,0,23504
2532,1,0,0,0,0,0,23505
2533,0,0,1,0,0,0,23506
2534,1,0,0,0,0,0,23507
2535,0,1,0,0,0,0,23508
2536,1,0,0,0,0,0,23509
2537,0,1,0,0,0,0,23510
2538,0,0,1,0,0,0,23511
2539,1,0,0,0,0,0,23512
2540,0,0,1,0,0,0,23513
2541,0,1,0,0,0,0,23514
2542,0,0,1,0,0,0,23515
2543,0,1,0,0,0,0,23516
2544,1,0,0,0,0,0,23517
2545,1,0,0,0,0,0,23518
2546,0,0,1,0,0,0,23519
2547,0,1,0,0,0,0,23520
2548,0,1,0,0,0,0,23521
2549,0,1,0,0,0,0,23522
2550,0,1,0,0,0,0,23523
2551,0,0,1,0,0,0,23524
2552,1,0,0,0,0,0,23525
2553,0,0,1,0,0,0,23526
2554,0,0,0,1,0,0,23527
2555,1,0,0,0,0,0,23528
2556,1,0,0,0,0,0,23529
2557,0,0,1,0,0,0,23530
2558,1,0,0,0,0,0,23531
2559,0,1,0,0,0,0,23532
2560,0,1,0,0,0,0,23533
2561,1,0,0,0,0,0,23534
2562,1,0,0,0,0,0,23535
2563,1,0,0,0,0,0,23536
2564,0,0,1,0,0,0,23537
2565,1,0,0,0,0,0,23538
2566,0,1,0,0,0,0,23539
2567,0,1,0,0,0,0,23540
2568,0,0,1,0,0,0,23541
2569,0,0,1,0,0,0,23542
2570,1,0,0,0,0,0,23543
2571,0,0,1,0,0,0,23544
2572,0,0,1,0,0,0,23545
2573,0,0,1,0,0,0,23546
2574,1,0,0,0,0,0,23547
2575,0,1,0,0,0,0,23548
2576,1,0,0,0,0,0,23549
2577,0,0,0,1,0,0,23550
2578,0,0,1,0,0,0,23551
2579,1,0,0,0,0,0,23552
2580,0,0,1,0,0,0,23553
2581,1,0,0,0,0,0,23554
2582,0,1,0,0,0,0,23555
2583,1,0,0,0,0,0,23556
2584,0,1,0,0,0,0,23557
2585,0,1,0,0,0,0,23558
2586,0,0,1,0,0,0,23559
2587,0,0,1,0,0,0,23560
2588,0,0,1,0,0,0,23561
2589,0,0,1,0,0,0,23562
2590,1,0,0,0,0,0,23563
2591,1,0,0,0,0,0,23564
2592,0,0,1,0,0,0,23565
2593,1,0,0,0,0,0,23566
2594,0,1,0,0,0,0,23567
2595,0,1,0,0,0,0,23568
2596,1,0,0,0,0,0,23569
2597,1,0,0,0,0,0,23570
2598,1,0,0,0,0,0,23571
2599,0,0,1,0,0,0,23572
2600,0,1,0,0,0,0,23573
2601,1,0,0,0,0,0,23574
2602,0,1,0,0,0,0,23575
2603,1,0,0,0,0,0,23576
2604,1,0,0,0,0,0,23577
2605,0,0,1,0,0,0,23578
2606,0,0,0,1,0,0,23579
2607,0,1,0,0,0,0,23580
2608,0,1,0,0,0,0,23581
2609,0,0,1,0,0,0,23582
2610,1,0,0,0,0,0,23583
2611,0,0,1,0,0,0,23584
2612,0,1,0,0,0,0,23585
2613,1,0,0,0,0,0,23586
2614,0,0,1,0,0,0,23587
2615,1,0,0,0,0,0,23588
2616,0,1,0,0,0,0,23589
2617,1,0,0,0,0,0,23590
2618,1,0,0,0,0,0,23591
2619,1,0,0,0,0,0,23592
2620,1,0,0,0,0,0,23593
2621,1,0,0,0,0,0,23594
2622,1,0,0,0,0,0,23595
2623,1,0,0,0,0,0,23596
2624,0,1,0,0,0,0,23597
2625,0,1,0,0,0,0,23598
2626,1,0,0,0,0,0,23599
2627,0,0,1,0,0,0,23600
2628,0,1,0,0,0,0,23601
2629,1,0,0,0,0,0,23602
2630,0,0,1,0,0,0,23603
2631,1,0,0,0,0,0,23604
2632,0,0,1,0,0,0,23605
2633,0,0,1,0,0,0,23606
2634,1,0,0,0,0,0,23607
2635,1,0,0,0,0,0,23608
2636,1,0,0,0,0,0,23609
2637,0,1,0,0,0,0,23610
2638,1,0,0,0,0,0,23611
2639,0,0,1,0,0,0,23612
2640,0,1,0,0,0,0,23613
2641,0,0,1,0,0,0,23614
2642,0,1,0,0,0,0,23615
2643,0,0,1,0,0,0,23616
2644,0,0,1,0,0,0,23617
2645,0,0,1,0,0,0,23618
2646,0,0,1,0,0,0,23619
2647,0,0,1,0,0,0,23620
2648,0,0,1,0,0,0,23621
2649,0,1,0,0,0,0,23622
2650,1,0,0,0,0,0,23623
2651,0,0,1,0,0,0,23624
2652,0,0,1,0,0,0,23625
2653,1,0,0,0,0,0,23626
2654,0,0,1,0,0,0,23627
2655,1,0,0,0,0,0,23628
2656,0,1,0,0,0,0,23629
2657,0,0,1,0,0,0,23630
2658,1,0,0,0,0,0,23631
2659,0,1,0,0,0,0,23632
2660,0,1,0,0,0,0,23633
2661,1,0,0,0,0,0,23634
2662,1,0,0,0,0,0,23635
2663,0,1,0,0,0,0,23636
2664,1,0,0,0,0,0,23637
2665,1,0,0,0,0,0,23638
2666,0,1,0,0,0,0,23639
2667,1,0,0,0,0,0,23640
2668,1,0,0,0,0,0,23641
2669,0,1,0,0,0,0,23642
2670,1,0,0,0,0,0,23643
2671,1,0,0,0,0,0,23644
2672,1,0,0,0,0,0,23645
2673,0,1,0,0,0,0,23646
2674,0,1,0,0,0,0,23647
2675,1,0,0,0,0,0,23648
2676,0,1,0,0,0,0,23649
2677,0,1,0,0,0,0,23650
2678,1,0,0,0,0,0,23651
2679,0,0,1,0,0,0,23652
2680,1,0,0,0,0,0,23653
2681,1,0,0,0,0,0,23654
2682,1,0,0,0,0,0,23655
2683,1,0,0,0,0,0,23656
2684,1,0,0,0,0,0,23657
2685,1,0,0,0,0,0,23658
2686,1,0,0,0,0,0,23659
2687,0,1,0,0,0,0,23660
2688,1,0,0,0,0,0,23661
2689,1,0,0,0,0,0,23662
2690,1,0,0,0,0,0,23663
2691,1,0,0,0,0,0,23664
2692,0,0,1,0,0,0,23665
2693,0,1,0,0,0,0,23666
2694,1,0,0,0,0,0,23667
2695,1,0,0,0,0,0,23668
2696,0,1,0,0,0,0,23669
2697,1,0,0,0,0,0,23670
2698,1,0,0,0,0,0,23671
2699,1,0,0,0,0,0,23672
2700,0,1,0,0,0,0,23673
2701,1,0,0,0,0,0,23674
2702,0,0,1,0,0,0,23675
2703,0,0,1,0,0,0,23676
2704,1,0,0,0,0,0,23677
2705,0,1,0,0,0,0,23678
2706,0,0,1,0,0,0,23679
2707,0,0,0,0,0,1,23680
2708,0,0,0,0,0,1,23681
2709,1,0,0,0,0,0,23682
2710,1,0,0,0,0,0,23683
2711,1,0,0,0,0,0,23684
2712,0,0,1,0,0,0,23685
2713,1,0,0,0,0,0,23686
2714,0,0,1,0,0,0,23687
2715,1,0,0,0,0,0,23688
2716,1,0,0,0,0,0,23689
2717,1,0,0,0,0,0,23690
2718,1,0,0,0,0,0,23691
2719,0,0,1,0,0,0,23692
2720,1,0,0,0,0,0,23693
2721,0,1,0,0,0,0,23694
2722,1,0,0,0,0,0,23695
2723,1,0,0,0,0,0,23696
2724,1,0,0,0,0,0,23697
2725,1,0,0,0,0,0,23698
2726,0,0,1,0,0,0,23699
2727,0,0,1,0,0,0,23700
2728,1,0,0,0,0,0,23701
2729,0,0,1,0,0,0,23702
2730,0,1,0,0,0,0,23703
2731,0,0,1,0,0,0,23704
2732,0,1,0,0,0,0,23705
2733,1,0,0,0,0,0,23706
2734,0,1,0,0,0,0,23707
2735,0,0,1,0,0,0,23708
2736,1,0,0,0,0,0,23709
2737,0,1,0,0,0,0,23710
2738,0,1,0,0,0,0,23711
2739,1,0,0,0,0,0,23712
2740,0,0,1,0,0,0,23713
2741,1,0,0,0,0,0,23714
2742,0,0,1,0,0,0,23715
2743,1,0,0,0,0,0,23716
2744,1,0,0,0,0,0,23717
2745,1,0,0,0,0,0,23718
2746,1,0,0,0,0,0,23719
2747,0,1,0,0,0,0,23720
2748,0,1,0,0,0,0,23721
2749,1,0,0,0,0,0,23722
2750,0,0,1,0,0,0,23723
2751,1,0,0,0,0,0,23724
2752,1,0,0,0,0,0,23725
2753,1,0,0,0,0,0,23726
2754,1,0,0,0,0,0,23727
2755,0,0,0,1,0,0,23728
2756,0,1,0,0,0,0,23729
2757,0,1,0,0,0,0,23730
2758,0,0,1,0,0,0,23731
2759,1,0,0,0,0,0,23732
2760,0,0,1,0,0,0,23733
2761,0,0,1,0,0,0,23734
2762,0,1,0,0,0,0,23735
2763,1,0,0,0,0,0,23736
2764,1,0,0,0,0,0,23737
2765,0,0,1,0,0,0,23738
2766,1,0,0,0,0,0,23739
2767,0,0,1,0,0,0,23740
2768,0,1,0,0,0,0,23741
2769,1,0,0,0,0,0,23742
2770,1,0,0,0,0,0,23743
2771,0,1,0,0,0,0,23744
2772,0,0,1,0,0,0,23745
2773,1,0,0,0,0,0,23746
2774,1,0,0,0,0,0,23747
2775,1,0,0,0,0,0,23748
2776,1,0,0,0,0,0,23749
2777,0,1,0,0,0,0,23750
2778,1,0,0,0,0,0,23751
2779,0,1,0,0,0,0,23752
2780,1,0,0,0,0,0,23753
2781,0,0,1,0,0,0,23754
2782,0,1,0,0,0,0,23755
2783,1,0,0,0,0,0,23756
2784,1,0,0,0,0,0,23757
2785,1,0,0,0,0,0,23758
2786,1,0,0,0,0,0,23759
2787,1,0,0,0,0,0,23760
2788,1,0,0,0,0,0,23761
2789,1,0,0,0,0,0,23762
2790,0,1,0,0,0,0,23763
2791,1,0,0,0,0,0,23764
2792,0,0,1,0,0,0,23765
2793,1,0,0,0,0,0,23766
2794,1,0,0,0,0,0,23767
2795,0,1,0,0,0,0,23768
2796,0,1,0,0,0,0,23769
2797,0,1,0,0,0,0,23770
2798,1,0,0,0,0,0,23771
2799,0,0,1,0,0,0,23772
2800,0,1,0,0,0,0,23773
2801,1,0,0,0,0,0,23774
2802,1,0,0,0,0,0,23775
2803,1,0,0,0,0,0,23776
2804,1,0,0,0,0,0,23777
2805,1,0,0,0,0,0,23778
2806,0,1,0,0,0,0,23779
2807,1,0,0,0,0,0,23780
2808,0,1,0,0,0,0,23781
2809,1,0,0,0,0,0,23782
2810,1,0,0,0,0,0,23783
2811,0,1,0,0,0,0,23784
2812,1,0,0,0,0,0,23785
2813,0,1,0,0,0,0,23786
2814,0,1,0,0,0,0,23787
2815,1,0,0,0,0,0,23788
2816,0,1,0,0,0,0,23789
2817,1,0,0,0,0,0,23790
2818,1,0,0,0,0,0,23791
2819,0,0,0,1,0,0,23792
2820,0,1,0,0,0,0,23793
2821,0,1,0,0,0,0,23794
2822,1,0,0,0,0,0,23795
2823,1,0,0,0,0,0,23796
2824,0,0,0,1,0,0,23797
2825,0,0,1,0,0,0,23798
2826,0,0,1,0,0,0,23799
2827,0,1,0,0,0,0,23800
2828,1,0,0,0,0,0,23801
2829,1,0,0,0,0,0,23802
2830,0,0,0,1,0,0,23803
2831,1,0,0,0,0,0,23804
2832,1,0,0,0,0,0,23805
2833,1,0,0,0,0,0,23806
2834,1,0,0,0,0,0,23807
2835,1,0,0,0,0,0,23808
2836,0,1,0,0,0,0,23809
2837,0,0,1,0,0,0,23810
2838,0,1,0,0,0,0,23811
2839,1,0,0,0,0,0,23812
2840,0,1,0,0,0,0,23813
2841,1,0,0,0,0,0,23814
2842,0,0,1,0,0,0,23815
2843,0,1,0,0,0,0,23816
2844,0,0,1,0,0,0,23817
2845,0,0,1,0,0,0,23818
2846,1,0,0,0,0,0,23819
2847,0,0,1,0,0,0,23820
2848,1,0,0,0,0,0,23821
2849,0,0,1,0,0,0,23822
2850,1,0,0,0,0,0,23823
2851,0,0,1,0,0,0,23824
2852,0,0,1,0,0,0,23825
2853,0,0,1,0,0,0,23826
2854,1,0,0,0,0,0,23827
2855,0,0,1,0,0,0,23828
2856,0,1,0,0,0,0,23829
2857,1,0,0,0,0,0,23830
2858,1,0,0,0,0,0,23831
2859,1,0,0,0,0,0,23832
2860,0,1,0,0,0,0,23833
2861,1,0,0,0,0,0,23834
2862,0,0,1,0,0,0,23835
2863,1,0,0,0,0,0,23836
2864,1,0,0,0,0,0,23837
2865,0,0,1,0,0,0,23838
2866,0,0,1,0,0,0,23839
2867,1,0,0,0,0,0,23840
2868,1,0,0,0,0,0,23841
2869,1,0,0,0,0,0,23842
2870,1,0,0,0,0,0,23843
2871,0,1,0,0,0,0,23844
2872,1,0,0,0,0,0,23845
2873,0,0,1,0,0,0,23846
2874,1,0,0,0,0,0,23847
2875,1,0,0,0,0,0,23848
2876,0,1,0,0,0,0,23849
2877,0,0,1,0,0,0,23850
2878,0,0,1,0,0,0,23851
2879,0,1,0,0,0,0,23852
2880,1,0,0,0,0,0,23853
2881,1,0,0,0,0,0,23854
2882,0,1,0,0,0,0,23855
2883,0,0,1,0,0,0,23856
2884,1,0,0,0,0,0,23857
2885,1,0,0,0,0,0,23858
2886,0,1,0,0,0,0,23859
2887,0,0,1,0,0,0,23860
2888,0,1,0,0,0,0,23861
2889,0,1,0,0,0,0,23862
2890,1,0,0,0,0,0,23863
2891,0,1,0,0,0,0,23864
2892,1,0,0,0,0,0,23865
2893,1,0,0,0,0,0,23866
2894,0,0,0,1,0,0,23867
2895,0,1,0,0,0,0,23868
2896,1,0,0,0,0,0,23869
2897,0,0,1,0,0,0,23870
2898,1,0,0,0,0,0,23871
2899,0,0,1,0,0,0,23872
2900,0,1,0,0,0,0,23873
2901,1,0,0,0,0,0,23874
2902,0,0,1,0,0,0,23875
2903,0,1,0,0,0,0,23876
2904,1,0,0,0,0,0,23877
2905,0,1,0,0,0,0,23878
2906,0,0,1,0,0,0,23879
2907,0,1,0,0,0,0,23880
2908,1,0,0,0,0,0,23881
2909,0,1,0,0,0,0,23882
2910,0,1,0,0,0,0,23883
2911,0,1,0,0,0,0,23884
2912,1,0,0,0,0,0,23885
2913,1,0,0,0,0,0,23886
2914,1,0,0,0,0,0,23887
2915,1,0,0,0,0,0,23888
2916,0,1,0,0,0,0,23889
2917,1,0,0,0,0,0,23890
2918,0,0,1,0,0,0,23891
2919,0,0,0,1,0,0,23892
2920,0,0,1,0,0,0,23893
2921,0,0,1,0,0,0,23894
2922,0,0,1,0,0,0,23895
2923,0,1,0,0,0,0,23896
2924,0,1,0,0,0,0,23897
2925,1,0,0,0,0,0,23898
2926,0,0,1,0,0,0,23899
2927,1,0,0,0,0,0,23900
2928,1,0,0,0,0,0,23901
2929,0,0,1,0,0,0,23902
2930,0,1,0,0,0,0,23903
2931,1,0,0,0,0,0,23904
2932,0,0,1,0,0,0,23905
2933,0,1,0,0,0,0,23906
2934,1,0,0,0,0,0,23907
2935,1,0,0,0,0,0,23908
2936,0,0,1,0,0,0,23909
2937,1,0,0,0,0,0,23910
2938,0,0,1,0,0,0,23911
2939,0,1,0,0,0,0,23912
2940,1,0,0,0,0,0,23913
2941,0,1,0,0,0,0,23914
2942,1,0,0,0,0,0,23915
2943,1,0,0,0,0,0,23916
2944,1,0,0,0,0,0,23917
2945,0,0,1,0,0,0,23918
2946,0,0,1,0,0,0,23919
2947,0,1,0,0,0,0,23920
2948,1,0,0,0,0,0,23921
2949,1,0,0,0,0,0,23922
2950,1,0,0,0,0,0,23923
2951,0,0,1,0,0,0,23924
2952,1,0,0,0,0,0,23925
2953,0,1,0,0,0,0,23926
2954,0,0,0,1,0,0,23927
2955,0,1,0,0,0,0,23928
2956,1,0,0,0,0,0,23929
2957,0,1,0,0,0,0,23930
2958,1,0,0,0,0,0,23931
2959,0,0,1,0,0,0,23932
2960,1,0,0,0,0,0,23933
2961,1,0,0,0,0,0,23934
2962,1,0,0,0,0,0,23935
2963,1,0,0,0,0,0,23936
2964,0,0,1,0,0,0,23937
2965,0,1,0,0,0,0,23938
2966,1,0,0,0,0,0,23939
2967,0,0,1,0,0,0,23940
2968,1,0,0,0,0,0,23941
2969,1,0,0,0,0,0,23942
2970,0,1,0,0,0,0,23943
2971,0,0,1,0,0,0,23944
2972,1,0,0,0,0,0,23945
2973,0,0,1,0,0,0,23946
2974,0,1,0,0,0,0,23947
2975,0,0,1,0,0,0,23948
2976,0,0,1,0,0,0,23949
2977,0,1,0,0,0,0,23950
2978,0,0,1,0,0,0,23951
2979,1,0,0,0,0,0,23952
2980,0,0,1,0,0,0,23953
2981,1,0,0,0,0,0,23954
2982,0,0,1,0,0,0,23955
2983,1,0,0,0,0,0,23956
2984,0,1,0,0,0,0,23957
2985,0,1,0,0,0,0,23958
2986,0,1,0,0,0,0,23959
2987,0,0,1,0,0,0,23960
2988,0,0,1,0,0,0,23961
2989,0,1,0,0,0,0,23962
2990,0,0,1,0,0,0,23963
2991,1,0,0,0,0,0,23964
2992,0,1,0,0,0,0,23965
2993,0,1,0,0,0,0,23966
2994,0,0,1,0,0,0,23967
2995,0,0,1,0,0,0,23968
2996,1,0,0,0,0,0,23969
2997,1,0,0,0,0,0,23970
2998,0,1,0,0,0,0,23971
2999,1,0,0,0,0,0,23972
3000,1,0,0,0,0,0,23973
3001,1,0,0,0,0,0,23974
3002,1,0,0,0,0,0,23975
3003,1,0,0,0,0,0,23976
3004,0,0,1,0,0,0,23977
3005,0,1,0,0,0,0,23978
3006,1,0,0,0,0,0,23979
3007,1,0,0,0,0,0,23980
3008,1,0,0,0,0,0,23981
3009,1,0,0,0,0,0,23982
3010,0,0,1,0,0,0,23983
3011,1,0,0,0,0,0,23984
3012,0,0,0,0,1,0,23985
3013,1,0,0,0,0,0,23986
3014,1,0,0,0,0,0,23987
3015,0,1,0,0,0,0,23988
3016,1,0,0,0,0,0,23989
3017,1,0,0,0,0,0,23990
3018,1,0,0,0,0,0,23991
3019,0,0,1,0,0,0,23992
3020,0,0,1,0,0,0,23993
3021,1,0,0,0,0,0,23994
3022,1,0,0,0,0,0,23995
3023,1,0,0,0,0,0,23996
3024,0,1,0,0,0,0,23997
3025,0,0,1,0,0,0,23998
3026,0,0,1,0,0,0,23999
3027,0,1,0,0,0,0,24000
3028,1,0,0,0,0,0,24001
3029,1,0,0,0,0,0,24002
3030,0,1,0,0,0,0,24003
3031,1,0,0,0,0,0,24004
3032,1,0,0,0,0,0,24005
3033,1,0,0,0,0,0,24006
3034,0,1,0,0,0,0,24007
3035,1,0,0,0,0,0,24008
3036,0,1,0,0,0,0,24009
3037,0,0,1,0,0,0,24010
3038,0,1,0,0,0,0,24011
3039,0,0,1,0,0,0,24012
3040,1,0,0,0,0,0,24013
3041,0,0,1,0,0,0,24014
3042,1,0,0,0,0,0,24015
3043,1,0,0,0,0,0,24016
3044,0,0,1,0,0,0,24017
3045,1,0,0,0,0,0,24018
3046,0,0,0,0,0,1,24019
3047,0,0,1,0,0,0,24020
3048,1,0,0,0,0,0,24021
3049,1,0,0,0,0,0,24022
3050,0,1,0,0,0,0,24023
3051,1,0,0,0,0,0,24024
3052,1,0,0,0,0,0,24025
3053,1,0,0,0,0,0,24026
3054,0,0,1,0,0,0,24027
3055,1,0,0,0,0,0,24028
3056,0,1,0,0,0,0,24029
3057,0,0,1,0,0,0,24030
3058,1,0,0,0,0,0,24031
3059,0,1,0,0,0,0,24032
3060,1,0,0,0,0,0,24033
3061,1,0,0,0,0,0,24034
3062,1,0,0,0,0,0,24035
3063,0,0,1,0,0,0,24036
3064,1,0,0,0,0,0,24037
3065,0,0,1,0,0,0,24038
3066,1,0,0,0,0,0,24039
3067,0,0,1,0,0,0,24040
3068,1,0,0,0,0,0,24041
3069,1,0,0,0,0,0,24042
3070,0,0,1,0,0,0,24043
3071,1,0,0,0,0,0,24044
3072,0,0,1,0,0,0,24045
3073,0,0,1,0,0,0,24046
3074,1,0,0,0,0,0,24047
3075,0,1,0,0,0,0,24048
3076,1,0,0,0,0,0,24049
3077,1,0,0,0,0,0,24050
3078,1,0,0,0,0,0,24051
3079,0,1,0,0,0,0,24052
3080,0,0,1,0,0,0,24053
3081,0,1,0,0,0,0,24054
